Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,pred_p12,pred_p9,pred_p6,pred_p3,pred_p1,frac_design,stage_length,ComplType_counts,ComplType_new
Operator 24,Well 10639,MBH,9475.0,35.0,155,100,30,4095479.0,245826.0,2012-11-03,971.630506245891,800.175323252246,656.930747315363,578.734750529622,522.287968441815,P & P,48.2258039800349,-103.590540136273,SLICKWATER (HC),660.0,196.29,513.6710753610051,587.5409172033459,672.7660186583903,809.5890068723485,995.9592849881186,699.7230480095677,270.7142857142857,3340.0,P & P
Operator 41,Well 10645,MBH,9733.0,32.0,156,100,32,3737626.0,209859.0,2013-08-13,811.242603550296,758.481262327416,678.791365329827,602.173277814303,542.041968003506,P & P,48.2857078798548,-103.563707305419,SLICKWATER (HC),592.387535,201.27,526.1540770885653,609.84483218025,700.1726155336577,836.7208039694355,943.8815238609319,748.0274470001286,304.15625,3340.0,P & P
Operator 41,Well 10651,MBH,10745.0,36.0,152,104,11,4269534.0,90469.0,2013-06-27,600.887573964497,532.401928555775,420.616918693842,357.005624954343,319.751260135876,P & P,47.9934640126637,-103.96222525534,SLICKWATER (HC),499.91144,118.84,317.55845767159235,359.0618689266923,413.8595640343342,516.7494535294941,661.6952291747647,1982.1201516541578,298.47222222222223,3340.0,P & P
Operator 25,Well 10665,MBH,9403.0,35.0,158,100,7,3506278.0,86734.0,2015-02-01,344.444444444444,300.186280955512,253.44733067344166,219.2438945720662,195.58831419978472,P & P,48.5194715931189,-103.655021070159,SLICKWATER (HC),660.0,71.67,195.58831419978472,219.2438945720662,253.44733067344166,310.27388725620193,372.3161719570693,1697.8771416053683,268.65714285714284,3340.0,P & P
Operator 41,Well 10677,TFH,9484.0,31.0,156,100,32,5445958.0,196245.0,2014-05-11,363.346482577252,308.470304624151,232.451238220469,191.529695375849,171.09112563872299,P & P,48.2857072489021,-103.563583982853,SLICKWATER (HC),612.20246,62.33,171.09112563872299,191.6910354883135,221.2375331364563,284.3984314485929,382.6282693997279,1165.5340823970037,305.93548387096774,3340.0,P & P
Operator 1,Well 10679,MBH,9635.0,40.0,155,98,12,4584119.0,251934.0,2014-04-13,735.502958579882,585.645408722332,468.41989918913,390.514281539922,340.307911461758,P & P,48.2561767535131,-103.219960557537,SLICKWATER (HC),635.2417,129.73,345.3949855083951,382.2319457148993,452.93817004005325,575.9104651444287,728.1190484605735,764.2199861868585,240.875,3340.0,P & P
Operator 1,Well 10707,MBH,9654.0,30.0,155,97,5,4870665.0,185248.0,2014-09-08,762.721893491124,657.911461757616,524.863028709182,426.488421360216,352.3322215644382,P & P,48.2836306357781,-103.185598487607,SLICKWATER (HC),660.0,132.45,352.3322215644382,395.7873089713351,494.913534957748,645.8185947489101,818.308982096319,1104.292246070133,321.8,3340.0,P & P
Operator 25,Well 10714,MBH,9089.0,43.0,158,100,14,692100.0,21229.0,2013-08-02,210.453648915187,192.822704361166,157.111549419242,131.58740594638,117.493973263204,OH,48.517161258076,-103.568531018556,SLICKWATER (HC),660.0,44.63,124.22170381028108,131.4617303106783,151.66993642551438,191.6972283368411,238.77346331515574,1369.268453530548,211.37209302325581,687.0,OH
Operator 12,Well 10716,MBH,4241.0,21.0,153,103,21,6385774.0,136333.0,2014-02-02,424.030243261012,313.039666885821,261.094674556213,225.104098181021,203.44345825115,P & P (cmt.),48.0547216603367,-103.934914197895,SLICKWATER (HC),660.0,79.37,215.683332839979,228.0815795289376,260.2612408331683,319.7022140960226,388.3167204864475,1967.260369829755,201.95238095238096,1503.0,P & P (cmt.)
Operator 41,Well 10726,MBH,10128.0,33.0,156,100,27,5849602.0,221492.0,2015-03-24,575.608152531229,465.91338072222305,379.51039987129707,327.53740720739347,291.77479213865445,P & P (cmt.),48.3128960085163,-103.520077432338,SLICKWATER (HC),606.668065,108.79,291.77479213865445,327.53740720739347,379.51039987129707,465.91338072222305,578.7815267422008,1109.2196738482653,306.90909090909093,1503.0,P & P (cmt.)
Operator 41,Well 10733,MBH,11136.0,34.0,156,100,31,4305528.0,174251.0,2014-07-18,614.13543721236,530.495288187596,417.09949594565,387.18988297524413,344.70603439925185,P & P,48.2860830942314,-103.588063018012,SLICKWATER (HC),660.0,129.46,344.70603439925185,387.18988297524413,449.06028595155954,512.3980800334438,659.3170336131504,1037.7683686176836,327.52941176470586,3340.0,P & P
Operator 41,Well 10734,TFH,10518.0,35.0,156,100,31,4205573.0,173201.0,2014-07-18,415.877712031558,285.437212360289,201.594345825115,177.5303566692146,158.49605950316882,P & P,48.2860830942314,-103.587939690831,SLICKWATER (HC),660.0,57.55,158.49605950316882,177.5303566692146,204.97729027945533,246.40067261877743,353.9588323165703,1019.8212827870509,300.51428571428573,3340.0,P & P
Operator 41,Well 10750,MBH,9956.0,32.0,156,100,31,3957447.0,148735.0,2014-07-18,394.247205785667,313.664255971948,209.330484330484,147.479728248959,199.03930763145297,P & P,48.2860830942314,-103.58781636365,SLICKWATER (HC),593.98775,72.99,199.03930763145297,223.12639163041914,170.0992024698767,255.92351154766936,389.0943019076259,1117.5094900326083,311.125,3340.0,P & P
Operator 11,Well 10753,MBH,9497.0,36.0,153,100,15,3650825.0,66816.0,2014-01-16,674.424720578567,586.41244795091,436.730221345606,351.683833735116,304.032434801666,Sleeves,48.075878335835,-103.518748615872,SLICKWATER (HC),660.0,110.99,297.42715543176297,341.34828450450317,407.65505444783804,536.6862977486576,729.0761311363398,2294.879220545977,263.80555555555554,4244.0,Sleeves
Operator 41,Well 10757,MBH,9994.0,32.0,155,101,15,3936247.0,81208.0,2014-01-24,589.184746877055,480.88976550515,399.057637519176,349.547081598364,319.244466359851,P & P,48.2548783753283,-103.657629920656,SLICKWATER (HC),660.0,119.72,319.8116959917233,358.49071171564617,405.1640335604224,490.0827259457876,597.4541173709346,2035.7892572160376,312.3125,3340.0,P & P
Operator 11,Well 10764,MBH,9500.0,36.0,153,100,25,3866562.0,217174.0,2013-09-23,983.79355687048,687.595879903572,498.909708525093,425.001826283878,367.381656804734,P & P,48.0463090786854,-103.475302439045,SLICKWATER (HC),614.3141,111.39,298.4543540155445,412.7553385944283,493.1785296140812,613.6670026041578,855.3665079572052,747.767246539641,263.8888888888889,3340.0,P & P
Operator 41,Well 10765,TFH,8700.0,31.0,156,100,31,3654002.0,153905.0,2014-08-31,219.296515450362,171.729125575279,137.798597413982,177.0556020934429,158.07373285733385,P & P,48.2860830942314,-103.587693036469,SLICKWATER (HC),590.58829,57.39,158.07373285733385,177.0556020934429,204.42598857231368,167.97895144827564,212.5643454783564,997.1611318670608,280.64516129032256,3340.0,P & P
Operator 41,Well 10766,MBH,9180.0,29.0,156,100,31,3648502.0,148516.0,2014-08-31,477.810650887574,417.466579005041,320.134779750164,395.7873089713351,352.3322215644382,P & P,48.2860830942314,-103.587569709287,SLICKWATER (HC),569.576525,132.45,352.3322215644382,395.7873089713351,459.0895027252521,392.5532152221832,518.3931440023406,1031.7883864364783,316.55172413793105,3340.0,P & P
Operator 1,Well 10777,MBH,9677.0,40.0,157,98,10,5979151.0,300208.0,2014-10-06,387.705456936226,380.374753451677,321.981152750384,399.46553867205614,355.59474376911123,P & P,48.4311960344176,-103.323595581032,SLICKWATER (HC),660.0,133.73,355.59474376911123,399.46553867205614,463.38067858793084,394.83311136831503,472.17556165248016,836.5011658583383,241.925,3340.0,P & P
Operator 41,Well 10781,TFH,9344.0,29.0,156,100,31,3675107.0,153285.0,2014-08-31,349.342537804076,258.930528161297,213.028709182555,237.13434396766587,211.48863244697773,P & P,48.2860830942314,-103.587446382106,SLICKWATER (HC),601.91707,77.76,211.48863244697773,237.13434396766587,274.25249271211453,260.4767339403468,320.9761707529971,1006.9771601917996,322.2068965517241,3340.0,P & P
Operator 4,Well 10787,MBH,9159.0,35.0,153,98,6,7293820.0,234091.0,2015-09-12,1205.872833123956,968.1589195535092,784.6267483167543,674.3675582074787,599.1737281895513,P & P (cmt.),48.1097407290793,-103.341523664848,SLICKWATER (HC),456.078435,230.5,599.1737281895513,674.3675582074787,784.6267483167543,968.1589195535092,1205.872833123956,1308.6382646064992,261.6857142857143,1503.0,P & P (cmt.)
Operator 4,Well 10791,MBH,9054.0,36.0,153,98,6,7348815.0,234088.0,2015-09-03,1052.2034685302247,845.1962809715186,685.6192075511507,589.7276544818109,524.2248229006395,P & P (cmt.),48.1097414312903,-103.341277890991,SLICKWATER (HC),510.80442,200.5,524.2248229006395,589.7276544818109,685.6192075511507,845.1962809715186,1052.2034685302247,1318.5222224120844,251.5,1503.0,P & P (cmt.)
Operator 1,Well 10793,MBH,11504.0,38.0,154,100,16,8240586.0,424026.0,2016-04-14,1077.6437240870846,865.5572010951755,702.0200291504649,603.7530222228296,536.6468724217394,P & P,48.1619913673749,-103.551983631033,SLICKWATER (HC),660.0,205.46,536.6468724217394,603.7530222228296,702.0200291504649,865.5572010951755,1077.6437240870846,816.2344101540943,302.7368421052632,3340.0,P & P
Operator 1,Well 10794,MBH,11794.0,38.0,154,100,16,17309867.0,448897.0,2016-10-26,621.967072523447,500.54788002559246,407.5193589278243,351.56743852781915,313.1011406471049,P & P,48.1618680161068,-103.551982781506,SLICKWATER (HC),380.7354,117.1,313.1011406471049,351.56743852781915,407.5193589278243,500.54788002559246,621.967072523447,1619.5573015636105,310.36842105263156,3340.0,P & P
Operator 1,Well 10796,TF1,11954.0,38.0,154,100,16,11426720.0,315408.0,2016-11-06,676.9544508015788,544.6349274874501,443.1532757719282,382.1256569819982,340.21362183932473,P & P,48.1613355699084,-103.551979114521,SLICKWATER (HC),288.6841,127.7,340.21362183932473,382.1256569819982,443.1532757719282,544.6349274874501,676.9544508015788,1521.591842946279,314.57894736842104,3340.0,P & P
Operator 1,Well 10797,MBH,12074.0,38.0,154,100,16,16959456.0,434365.0,2016-11-06,747.976336345186,601.5589923638478,489.13349575657423,421.5358258779904,375.1684427227956,P & P (cmt.),48.1612122198066,-103.551978265003,SLICKWATER (HC),485.3169,141.42,375.1684427227956,421.5358258779904,489.13349575657423,601.5589923638478,747.976336345186,1639.8585337216396,317.7368421052632,1503.0,P & P (cmt.)
Operator 1,Well 10800,MBH,12326.0,38.0,154,100,21,24041853.0,598562.0,2016-10-07,900.488383395041,723.7339130072329,587.7212888431837,505.9674014730618,450.0165493360121,P & P,48.1439657780487,-103.550918322568,SLICKWATER (HC),448.743,170.98,450.0165493360121,505.9674014730618,587.7212888431837,723.7339130072329,900.488383395041,1686.972821528931,324.36842105263156,3340.0,P & P
Operator 1,Well 10802,TF1,10099.0,30.0,153,99,17,5864400.0,116068.0,2015-08-26,577.7412754796977,465.078994791704,378.8354570998608,326.9582239664871,291.260706326611,P & P,48.0812884842302,-103.443009681696,SLICKWATER (HC),365.979365,108.59,291.260706326611,326.9582239664871,378.8354570998608,465.078994791704,577.7412754796977,2122.073267394975,336.6333333333333,3340.0,P & P
Operator 13,Well 10804,MBH,9859.0,35.0,155,95,12,6044594.0,226319.0,2015-12-22,875.8693250523613,704.0173791232206,571.8196004345812,492.3549025833673,437.95240721181267,P & P (cmt.),48.2689230160332,-102.843643978716,SLICKWATER (HC),660.0,166.2,437.95240721181267,492.3549025833673,571.8196004345812,704.0173791232206,875.8693250523613,1121.7482756639963,281.6857142857143,1503.0,P & P (cmt.)
Operator 4,Well 10807,MBH,10706.0,45.0,154,98,14,8808580.0,196255.452380952,2016-01-30,1112.5504734214928,893.4917568755211,724.5171122656382,622.9886452882728,553.6818766535202,P & P (cmt.),48.1679309159795,-103.249356050662,SLICKWATER (HC),660.0,212.27,553.6818766535202,622.9886452882728,724.5171122656382,893.4917568755211,1112.5504734214928,1885.095957904237,237.9111111111111,1503.0,P & P (cmt.)
Operator 4,Well 10814,TFH,9904.0,42.0,154,99,3,6646480.0,172899.0,2016-01-11,816.7799295108584,656.6865330583121,533.6337678080436,459.65729904069764,408.96901967617197,P & P (cmt.),48.1968990373117,-103.397052005178,SLICKWATER (HC),515.98874,154.74,408.96901967617197,459.65729904069764,533.6337678080436,656.6865330583121,816.7799295108584,1614.538892648309,235.8095238095238,1503.0,P & P (cmt.)
Operator 4,Well 10815,MBH,9939.0,42.0,154,99,3,6877430.0,154698.0,2016-01-07,997.5306629780952,801.4332628848283,650.358520091452,559.5674781511747,497.5087826484882,P & P (cmt.),48.196899094301,-103.39692890824,SLICKWATER (HC),515.98874,189.85,497.5087826484882,559.5674781511747,650.358520091452,801.4332628848283,997.5306629780952,1867.1997052321296,236.64285714285714,1503.0,P & P (cmt.)
